#E_pot  E_kin  T  P
-9.524625e-05 7.313661e+02 2.932104e+02 8.096414e+02
-9.370888e-05 7.632602e+02 3.059970e+02 8.449489e+02
-9.076976e-05 8.284204e+02 3.321202e+02 9.170829e+02
-8.808325e-05 8.542653e+02 3.424817e+02 9.456940e+02
-8.499791e-05 8.256457e+02 3.310078e+02 9.140112e+02
-8.130228e-05 8.007715e+02 3.210356e+02 8.864749e+02
-7.817338e-05 7.819822e+02 3.135028e+02 8.656747e+02
-7.508969e-05 7.602604e+02 3.047944e+02 8.416281e+02
-7.286846e-05 7.566675e+02 3.033539e+02 8.376506e+02
-7.210504e-05 7.884486e+02 3.160952e+02 8.728331e+02
-7.198682e-05 8.219165e+02 3.295128e+02 9.098830e+02
-7.262458e-05 7.866678e+02 3.153813e+02 8.708618e+02
-7.394981e-05 8.196049e+02 3.285861e+02 9.073240e+02
-7.533837e-05 8.240286e+02 3.303595e+02 9.122211e+02
-7.652785e-05 8.120321e+02 3.255501e+02 8.989407e+02
-7.717789e-05 8.115849e+02 3.253707e+02 8.984456e+02
-7.831953e-05 8.252742e+02 3.308589e+02 9.136000e+02
-8.015649e-05 7.986592e+02 3.201887e+02 8.841365e+02
-8.084005e-05 7.819018e+02 3.134706e+02 8.655857e+02
-8.103333e-05 7.608050e+02 3.050127e+02 8.422309e+02
-8.133903e-05 7.393382e+02 2.964065e+02 8.184667e+02
-8.113853e-05 7.566178e+02 3.033340e+02 8.375956e+02
-8.142465e-05 7.509855e+02 3.010760e+02 8.313605e+02
-8.215276e-05 7.557638e+02 3.029916e+02 8.366502e+02
-8.297568e-05 7.509630e+02 3.010670e+02 8.313356e+02
-8.363720e-05 7.669446e+02 3.074741e+02 8.490276e+02
-8.432230e-05 7.856471e+02 3.149721e+02 8.697318e+02
-8.544339e-05 7.697422e+02 3.085957e+02 8.521247e+02
-8.597347e-05 7.258174e+02 2.909859e+02 8.034988e+02
-8.547552e-05 7.162719e+02 2.871590e+02 7.929317e+02
-8.467186e-05 7.117830e+02 2.853594e+02 7.879623e+02
-8.433699e-05 6.982576e+02 2.799369e+02 7.729893e+02
-8.454882e-05 7.531124e+02 3.019287e+02 8.337150e+02
-8.404439e-05 7.609413e+02 3.050673e+02 8.423818e+02
-8.192078e-05 7.700560e+02 3.087215e+02 8.524721e+02
-7.976007e-05 7.541376e+02 3.023397e+02 8.348499e+02
-7.858359e-05 7.885801e+02 3.161480e+02 8.729787e+02
-7.751108e-05 8.089535e+02 3.243158e+02 8.955326e+02
-7.648924e-05 7.773185e+02 3.116331e+02 8.605118e+02
-7.608775e-05 8.059475e+02 3.231107e+02 8.922048e+02
-7.644866e-05 8.132434e+02 3.260357e+02 9.002816e+02
-7.696316e-05 8.135072e+02 3.261414e+02 9.005737e+02
-7.778680e-05 7.685064e+02 3.081003e+02 8.507566e+02
-7.888466e-05 7.636145e+02 3.061390e+02 8.453411e+02
-7.968573e-05 7.883530e+02 3.160569e+02 8.727273e+02
-8.084582e-05 7.797470e+02 3.126067e+02 8.632002e+02
-8.135334e-05 7.631469e+02 3.059516e+02 8.448235e+02
-8.084097e-05 7.861223e+02 3.151626e+02 8.702579e+02
-8.224245e-05 8.173012e+02 3.276625e+02 9.047737e+02
-8.587970e-05 7.950130e+02 3.187269e+02 8.801001e+02
-9.195923e-05 7.471903e+02 2.995545e+02 8.271591e+02
-9.880490e-05 7.773709e+02 3.116541e+02 8.605699e+02
-1.035486e-04 8.141174e+02 3.263861e+02 9.012492e+02
-1.068722e-04 8.247374e+02 3.306437e+02 9.130057e+02
-1.092519e-04 7.991981e+02 3.204048e+02 8.847331e+02
-1.116217e-04 7.995601e+02 3.205499e+02 8.851338e+02
-1.138013e-04 7.759833e+02 3.110978e+02 8.590337e+02
-1.165898e-04 7.695375e+02 3.085136e+02 8.518980e+02
-1.203005e-04 7.579683e+02 3.038754e+02 8.390907e+02
-1.244303e-04 7.652104e+02 3.067789e+02 8.471078e+02
-1.289393e-04 7.644332e+02 3.064673e+02 8.462475e+02
-1.328587e-04 7.428892e+02 2.978301e+02 8.223977e+02
-1.352320e-04 7.748067e+02 3.106261e+02 8.577312e+02
-1.367676e-04 7.381609e+02 2.959345e+02 8.171634e+02
-1.394298e-04 7.450511e+02 2.986968e+02 8.247910e+02
-1.433596e-04 8.246485e+02 3.306081e+02 9.129074e+02
-1.456496e-04 8.688938e+02 3.483463e+02 9.618881e+02
-1.487000e-04 8.393465e+02 3.365006e+02 9.291785e+02
-1.514003e-04 8.280075e+02 3.319547e+02 9.166259e+02
-1.539983e-04 8.394364e+02 3.365366e+02 9.292779e+02
-1.633743e-04 7.914742e+02 3.173082e+02 8.761825e+02
-1.756644e-04 7.938170e+02 3.182475e+02 8.787761e+02
-1.908847e-04 8.076268e+02 3.237839e+02 8.940639e+02
-2.129740e-04 8.304413e+02 3.329305e+02 9.193202e+02
-2.449286e-04 8.215710e+02 3.293743e+02 9.095005e+02
-2.895020e-04 7.941470e+02 3.183798e+02 8.791414e+02
-3.347995e-04 7.558699e+02 3.030342e+02 8.367677e+02
-3.713310e-04 8.040675e+02 3.223570e+02 8.901236e+02
-3.941834e-04 7.848790e+02 3.146641e+02 8.688815e+02
-4.242602e-04 7.510772e+02 3.011127e+02 8.314620e+02
-4.636149e-04 7.570701e+02 3.035154e+02 8.380964e+02
-5.033212e-04 7.704781e+02 3.088907e+02 8.529393e+02
-5.709516e-04 7.373268e+02 2.956001e+02 8.162400e+02
-6.913950e-04 7.455280e+02 2.988880e+02 8.253189e+02
-8.039560e-04 7.833233e+02 3.140404e+02 8.671593e+02
-8.365200e-04 7.800321e+02 3.127210e+02 8.635159e+02
-8.464557e-04 7.602400e+02 3.047862e+02 8.416055e+02
-8.390464e-04 7.636048e+02 3.061352e+02 8.453304e+02
-8.313670e-04 7.395944e+02 2.965092e+02 8.187502e+02
-8.603010e-04 7.841129e+02 3.143570e+02 8.680334e+02
-8.939830e-04 7.711717e+02 3.091688e+02 8.537072e+02
-9.581746e-04 7.512249e+02 3.011719e+02 8.316255e+02
-1.102899e-03 7.717606e+02 3.094049e+02 8.543591e+02
-1.280403e-03 7.447263e+02 2.985666e+02 8.244314e+02
-1.502944e-03 7.303114e+02 2.927876e+02 8.084737e+02
-1.770000e-03 7.427540e+02 2.977759e+02 8.222480e+02
-1.953757e-03 7.730788e+02 3.099333e+02 8.558183e+02
