#E_pot  E_kin  T  P
-2.007471e-04 1.350615e+03 5.414722e+02 1.495166e+03
-1.886600e-04 1.392442e+03 5.582410e+02 1.541470e+03
-1.791181e-04 1.401004e+03 5.616736e+02 1.550948e+03
-1.716491e-04 1.427162e+03 5.721603e+02 1.579905e+03
-1.688698e-04 1.428506e+03 5.726993e+02 1.581393e+03
-1.650809e-04 1.421609e+03 5.699342e+02 1.573758e+03
-1.624131e-04 1.442855e+03 5.784520e+02 1.597278e+03
-1.659815e-04 1.372550e+03 5.502659e+02 1.519448e+03
-1.763780e-04 1.335785e+03 5.355267e+02 1.478749e+03
-1.810680e-04 1.252357e+03 5.020799e+02 1.386392e+03
-1.759442e-04 1.296874e+03 5.199269e+02 1.435673e+03
-1.670467e-04 1.238398e+03 4.964837e+02 1.370939e+03
-1.592454e-04 1.289188e+03 5.168455e+02 1.427165e+03
-1.591815e-04 1.265947e+03 5.075281e+02 1.401436e+03
-1.622761e-04 1.304361e+03 5.229287e+02 1.443962e+03
-1.657968e-04 1.358124e+03 5.444826e+02 1.503479e+03
-1.681951e-04 1.436725e+03 5.759945e+02 1.590492e+03
-1.661533e-04 1.473356e+03 5.906799e+02 1.631043e+03
-1.653058e-04 1.400813e+03 5.615970e+02 1.550737e+03
-1.710294e-04 1.424804e+03 5.712152e+02 1.577295e+03
-1.785317e-04 1.439682e+03 5.771797e+02 1.593765e+03
-1.803781e-04 1.403883e+03 5.628276e+02 1.554135e+03
-1.783634e-04 1.440315e+03 5.774336e+02 1.594466e+03
-1.799634e-04 1.495970e+03 5.997460e+02 1.656077e+03
-1.888038e-04 1.532055e+03 6.142130e+02 1.696025e+03
-1.929915e-04 1.418847e+03 5.688271e+02 1.570701e+03
-1.929662e-04 1.424281e+03 5.710055e+02 1.576716e+03
-1.987057e-04 1.505442e+03 6.035433e+02 1.666563e+03
-2.179924e-04 1.559012e+03 6.250200e+02 1.725866e+03
-2.472367e-04 1.545690e+03 6.196792e+02 1.711119e+03
-2.835529e-04 1.591363e+03 6.379897e+02 1.761680e+03
-3.282386e-04 1.644159e+03 6.591562e+02 1.820127e+03
-3.717894e-04 1.626244e+03 6.519740e+02 1.800295e+03
-4.205203e-04 1.652024e+03 6.623095e+02 1.828834e+03
-4.719812e-04 1.584336e+03 6.351727e+02 1.753901e+03
-4.991344e-04 1.620129e+03 6.495225e+02 1.793525e+03
-4.864931e-04 1.635147e+03 6.555431e+02 1.810150e+03
-4.415120e-04 1.623460e+03 6.508577e+02 1.797212e+03
-4.201131e-04 1.594867e+03 6.393947e+02 1.765559e+03
-4.373658e-04 1.596894e+03 6.402072e+02 1.767803e+03
-4.682172e-04 1.560562e+03 6.256415e+02 1.727583e+03
-5.166781e-04 1.614517e+03 6.472726e+02 1.787313e+03
-5.942638e-04 1.587943e+03 6.366188e+02 1.757894e+03
-6.838351e-04 1.556336e+03 6.239474e+02 1.722905e+03
-7.574344e-04 1.514948e+03 6.073547e+02 1.677087e+03
-8.144546e-04 1.545110e+03 6.194467e+02 1.710477e+03
-8.200532e-04 1.542189e+03 6.182755e+02 1.707243e+03
-7.635577e-04 1.480312e+03 5.934688e+02 1.638744e+03
-7.202202e-04 1.451653e+03 5.819791e+02 1.607018e+03
-6.884075e-04 1.527271e+03 6.122950e+02 1.690729e+03
-6.262885e-04 1.532719e+03 6.144791e+02 1.696760e+03
-5.471790e-04 1.519884e+03 6.093334e+02 1.682551e+03
-4.799782e-04 1.429741e+03 5.731942e+02 1.582760e+03
-4.427359e-04 1.369941e+03 5.492202e+02 1.516561e+03
-4.241706e-04 1.454694e+03 5.831981e+02 1.610384e+03
-3.776446e-04 1.462958e+03 5.865112e+02 1.619532e+03
-3.089267e-04 1.376712e+03 5.519347e+02 1.524056e+03
-2.454510e-04 1.463584e+03 5.867623e+02 1.620225e+03
-1.966698e-04 1.430039e+03 5.733138e+02 1.583090e+03
-1.684996e-04 1.464461e+03 5.871139e+02 1.621196e+03
-1.497923e-04 1.483066e+03 5.945728e+02 1.641793e+03
-1.303513e-04 1.421580e+03 5.699226e+02 1.573726e+03
-1.114327e-04 1.471756e+03 5.900385e+02 1.629272e+03
-9.459376e-05 1.531127e+03 6.138407e+02 1.694997e+03
