#E_pot  E_kin  T  P
-3.550896e-03 1.867042e+03 2.994048e+02 2.066864e+03
-4.126258e-03 1.787256e+03 2.866100e+02 1.978539e+03
-4.564562e-03 1.831290e+03 2.936714e+02 2.027286e+03
-4.627780e-03 1.817297e+03 2.914275e+02 2.011795e+03
-4.165388e-03 1.855267e+03 2.975164e+02 2.053828e+03
-3.726102e-03 1.824536e+03 2.925883e+02 2.019809e+03
-3.696169e-03 1.804368e+03 2.893541e+02 1.997482e+03
-3.932155e-03 1.798920e+03 2.884804e+02 1.991451e+03
-4.326897e-03 1.776071e+03 2.848163e+02 1.966157e+03
-4.634706e-03 1.792952e+03 2.875235e+02 1.984845e+03
-4.796659e-03 1.875091e+03 3.006955e+02 2.075775e+03
-4.785207e-03 1.917244e+03 3.074553e+02 2.122439e+03
-4.464336e-03 1.903267e+03 3.052139e+02 2.106966e+03
-4.170301e-03 1.920069e+03 3.079083e+02 2.125566e+03
-4.001273e-03 1.824821e+03 2.926340e+02 2.020124e+03
-3.765510e-03 1.813039e+03 2.907446e+02 2.007081e+03
-3.468083e-03 1.821946e+03 2.921730e+02 2.016942e+03
-3.143615e-03 1.836501e+03 2.945071e+02 2.033055e+03
-2.993968e-03 1.868415e+03 2.996248e+02 2.068384e+03
-3.046426e-03 1.764752e+03 2.830012e+02 1.953627e+03
-3.207255e-03 1.771602e+03 2.840996e+02 1.961209e+03
-3.395757e-03 1.744652e+03 2.797779e+02 1.931375e+03
-3.298246e-03 1.786599e+03 2.865046e+02 1.977812e+03
-3.068464e-03 1.816580e+03 2.913124e+02 2.011001e+03
-3.014182e-03 1.793295e+03 2.875785e+02 1.985225e+03
-2.946699e-03 1.838010e+03 2.947491e+02 2.034725e+03
-2.763122e-03 1.760026e+03 2.822432e+02 1.948394e+03
-2.697948e-03 1.762200e+03 2.825919e+02 1.950801e+03
-2.716885e-03 1.765827e+03 2.831735e+02 1.954816e+03
-2.644652e-03 1.764124e+03 2.829004e+02 1.952931e+03
-2.495160e-03 1.830764e+03 2.935871e+02 2.026704e+03
-2.297717e-03 1.880850e+03 3.016190e+02 2.082150e+03
-2.096487e-03 1.954243e+03 3.133885e+02 2.163397e+03
-1.941797e-03 1.914122e+03 3.069546e+02 2.118983e+03
-1.826049e-03 1.850554e+03 2.967606e+02 2.048611e+03
-1.695697e-03 1.839288e+03 2.949540e+02 2.036140e+03
-1.556709e-03 1.835293e+03 2.943134e+02 2.031717e+03
-1.439862e-03 1.835807e+03 2.943958e+02 2.032286e+03
-1.332995e-03 1.870161e+03 2.999049e+02 2.070317e+03
-1.253288e-03 1.805993e+03 2.896148e+02 1.999282e+03
-1.196505e-03 1.818250e+03 2.915803e+02 2.012850e+03
-1.150336e-03 1.812116e+03 2.905966e+02 2.006060e+03
-1.119208e-03 1.845507e+03 2.959513e+02 2.043024e+03
-1.080828e-03 1.928819e+03 3.093115e+02 2.135253e+03
-1.041845e-03 1.972357e+03 3.162934e+02 2.183451e+03
-1.020222e-03 1.913110e+03 3.067924e+02 2.117863e+03
-9.881374e-04 1.931875e+03 3.098016e+02 2.138636e+03
