#E_pot  E_kin  T  P
-2.359371e-04 7.050631e+02 2.826653e+02 7.805232e+02
-2.286526e-04 7.065927e+02 2.832786e+02 7.822166e+02
-2.165698e-04 6.943603e+02 2.783745e+02 7.686750e+02
-1.987087e-04 6.829503e+02 2.738001e+02 7.560438e+02
-1.768526e-04 7.020802e+02 2.814695e+02 7.772211e+02
-1.569255e-04 6.991222e+02 2.802836e+02 7.739465e+02
-1.400882e-04 6.757635e+02 2.709189e+02 7.480878e+02
-1.287789e-04 7.159517e+02 2.870306e+02 7.925771e+02
-1.234134e-04 7.138662e+02 2.861946e+02 7.902685e+02
-1.196110e-04 7.874386e+02 3.156903e+02 8.717150e+02
-1.188915e-04 8.231766e+02 3.300180e+02 9.112780e+02
-1.228466e-04 7.755232e+02 3.109133e+02 8.585244e+02
-1.272761e-04 7.984431e+02 3.201021e+02 8.838973e+02
-1.289747e-04 7.746067e+02 3.105459e+02 8.575098e+02
-1.310559e-04 8.064004e+02 3.232923e+02 8.927063e+02
-1.339192e-04 7.821036e+02 3.135515e+02 8.658090e+02
-1.356163e-04 8.030325e+02 3.219420e+02 8.889778e+02
-1.394930e-04 8.153210e+02 3.268686e+02 9.025816e+02
-1.438463e-04 7.989505e+02 3.203055e+02 8.844590e+02
-1.467061e-04 8.051993e+02 3.228107e+02 8.913766e+02
-1.521299e-04 7.693433e+02 3.084358e+02 8.516830e+02
-1.595820e-04 7.800744e+02 3.127380e+02 8.635627e+02
-1.679445e-04 7.624032e+02 3.056534e+02 8.440002e+02
-1.829484e-04 7.592560e+02 3.043917e+02 8.405162e+02
-2.049571e-04 7.802300e+02 3.128003e+02 8.637349e+02
-2.255429e-04 8.078451e+02 3.238714e+02 8.943055e+02
-2.470070e-04 8.609980e+02 3.451809e+02 9.531472e+02
-2.621838e-04 8.929711e+02 3.579991e+02 9.885423e+02
-2.669075e-04 8.588078e+02 3.443028e+02 9.507226e+02
-2.599314e-04 8.002015e+02 3.208071e+02 8.858439e+02
-2.480687e-04 8.262446e+02 3.312480e+02 9.146743e+02
-2.425335e-04 8.145645e+02 3.265653e+02 9.017441e+02
-2.476512e-04 8.056962e+02 3.230099e+02 8.919267e+02
-2.619994e-04 7.370967e+02 2.955079e+02 8.159852e+02
-2.750562e-04 6.945656e+02 2.784568e+02 7.689022e+02
-2.868500e-04 6.834673e+02 2.740074e+02 7.566161e+02
-2.983298e-04 6.926076e+02 2.776718e+02 7.667347e+02
-3.126331e-04 6.997200e+02 2.805232e+02 7.746083e+02
-3.267374e-04 7.225874e+02 2.896909e+02 7.999230e+02
-3.418766e-04 7.204477e+02 2.888331e+02 7.975543e+02
-3.607528e-04 7.052179e+02 2.827274e+02 7.806946e+02
-3.949044e-04 7.098906e+02 2.846007e+02 7.858674e+02
-4.393910e-04 7.137136e+02 2.861334e+02 7.900995e+02
-4.670773e-04 7.233999e+02 2.900167e+02 8.008226e+02
-4.854894e-04 7.327544e+02 2.937670e+02 8.111782e+02
-5.014548e-04 7.507685e+02 3.009890e+02 8.311202e+02
-5.467385e-04 7.570662e+02 3.035138e+02 8.380920e+02
-6.444895e-04 7.107043e+02 2.849269e+02 7.867682e+02
-7.619086e-04 7.591650e+02 3.043552e+02 8.404155e+02
-8.826103e-04 7.728037e+02 3.098231e+02 8.555138e+02
